Level 2,GDP
Civil Engineering Industry,0.01
Civil Engineering Industry,0.01
Civil Engineering Industry,0.01
Civil Engineering Industry,0.01
Civil Engineering Industry,0.01
Civil Engineering Industry,0.01
Civil Engineering Industry,0.08
Civil Engineering Industry,0.05
Civil Engineering Industry,0.08
Civil Engineering Industry,0.06
Civil Engineering Industry,0.06
Civil Engineering Industry,0.07
Civil Engineering Industry,0.09
Civil Engineering Industry,0.06
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.01
Aerospace Industry,0.03
Aerospace Industry,0.03
Aerospace Industry,0.03
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.03
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.16
Aerospace Industry,0.27
Aerospace Industry,0.16
Aerospace Industry,0.31
Aerospace Industry,0.19
Aerospace Industry,0.17
Aerospace Industry,0.19
Aerospace Industry,0.29
Aerospace Industry,0.31
Aerospace Industry,0.15
Aerospace Industry,0.17
Aerospace Industry,0.20
Aerospace Industry,0.28
Aerospace Industry,0.26
Aerospace Industry,0.15
Aerospace Industry,0.13
Aerospace Industry,0.09
Aerospace Industry,0.10
Aerospace Industry,0.18
Aerospace Industry,0.11
Aerospace Industry,0.11
Aerospace Industry,0.15
Aerospace Industry,0.19
Aerospace Industry,0.18
Aerospace Industry,0.09
Aerospace Industry,0.19
Aerospace Industry,0.12
Aerospace Industry,0.10
Aerospace Industry,0.16
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.23
Aerospace Industry,0.40
Aerospace Industry,0.48
Aerospace Industry,0.42
Aerospace Industry,0.30
Aerospace Industry,0.38
Aerospace Industry,0.48
Aerospace Industry,0.44
Aerospace Industry,0.34
Aerospace Industry,0.29
Aerospace Industry,0.44
Aerospace Industry,0.27
Aerospace Industry,0.41
Aerospace Industry,0.37
Aerospace Industry,0.24
Aerospace Industry,0.25
Aerospace Industry,0.39
Aerospace Industry,0.39
Aerospace Industry,0.49
Aerospace Industry,0.16
Aerospace Industry,0.19
Aerospace Industry,0.18
Aerospace Industry,0.11
Aerospace Industry,0.08
Aerospace Industry,0.18
Aerospace Industry,0.12
Aerospace Industry,0.18
Aerospace Industry,0.14
Aerospace Industry,0.16
Aerospace Industry,0.11
Aerospace Industry,0.11
Aerospace Industry,0.14
Aerospace Industry,0.10
Aerospace Industry,0.12
Aerospace Industry,0.18
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.03
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.03
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.04
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.65
Aerospace Industry,0.47
Aerospace Industry,0.63
Aerospace Industry,0.55
Aerospace Industry,0.67
Aerospace Industry,0.63
Aerospace Industry,0.77
Aerospace Industry,0.69
Aerospace Industry,0.53
Aerospace Industry,0.51
Aerospace Industry,0.85
Aerospace Industry,0.74
Aerospace Industry,0.75
Aerospace Industry,0.30
Aerospace Industry,0.26
Aerospace Industry,0.33
Aerospace Industry,0.39
Aerospace Industry,0.37
Aerospace Industry,0.26
Aerospace Industry,0.34
Aerospace Industry,0.41
Aerospace Industry,0.30
Aerospace Industry,0.45
Aerospace Industry,0.30
Aerospace Industry,0.42
Aerospace Industry,0.21
Aerospace Industry,0.39
Aerospace Industry,0.29
Aerospace Industry,0.38
Aerospace Industry,0.35
Aerospace Industry,0.31
Aerospace Industry,0.35
Aerospace Industry,0.42
Aerospace Industry,0.44
Aerospace Industry,0.39
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.19
Aerospace Industry,0.11
Aerospace Industry,0.17
Aerospace Industry,0.12
Aerospace Industry,0.18
Aerospace Industry,0.20
Aerospace Industry,0.17
Aerospace Industry,0.11
Aerospace Industry,0.14
Aerospace Industry,0.11
Aerospace Industry,0.10
Aerospace Industry,0.18
Aerospace Industry,0.15
Aerospace Industry,0.19
Aerospace Industry,0.19
Aerospace Industry,0.19
Aerospace Industry,0.14
Aerospace Industry,0.17
Aerospace Industry,0.15
Aerospace Industry,0.19
Aerospace Industry,0.21
Aerospace Industry,0.14
Aerospace Industry,0.09
Aerospace Industry,0.07
Aerospace Industry,0.11
Aerospace Industry,0.06
Aerospace Industry,0.06
Aerospace Industry,0.11
Aerospace Industry,0.12
Aerospace Industry,0.10
Aerospace Industry,0.08
Aerospace Industry,0.09
Aerospace Industry,0.11
Aerospace Industry,0.07
Aerospace Industry,0.05
Aerospace Industry,0.08
Aerospace Industry,0.09
Aerospace Industry,0.11
Aerospace Industry,0.10
Aerospace Industry,0.07
Aerospace Industry,0.07
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.03
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.04
Aerospace Industry,0.04
Aerospace Industry,0.05
Aerospace Industry,0.03
Aerospace Industry,0.06
Aerospace Industry,0.05
Aerospace Industry,0.05
Aerospace Industry,0.06
Aerospace Industry,0.04
Aerospace Industry,0.03
Aerospace Industry,0.61
Aerospace Industry,0.68
Aerospace Industry,0.53
Aerospace Industry,0.75
Aerospace Industry,0.42
Aerospace Industry,0.48
Aerospace Industry,0.45
Aerospace Industry,0.61
Aerospace Industry,0.78
Aerospace Industry,0.41
Aerospace Industry,0.68
Aerospace Industry,0.71
Aerospace Industry,0.41
Aerospace Industry,0.57
Aerospace Industry,0.49
Aerospace Industry,0.45
Aerospace Industry,0.41
Aerospace Industry,0.51
Aerospace Industry,0.81
Aerospace Industry,0.61
Aerospace Industry,0.40
Aerospace Industry,0.35
Aerospace Industry,0.47
Aerospace Industry,0.21
Aerospace Industry,0.46
Aerospace Industry,0.26
Aerospace Industry,0.46
Aerospace Industry,0.25
Aerospace Industry,0.41
Aerospace Industry,0.47
Aerospace Industry,0.35
Aerospace Industry,0.32
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.44
Aerospace Industry,0.46
Aerospace Industry,0.27
Aerospace Industry,0.27
Aerospace Industry,0.27
Aerospace Industry,0.37
Aerospace Industry,0.41
Aerospace Industry,0.28
Aerospace Industry,0.32
Aerospace Industry,0.19
Aerospace Industry,0.38
Aerospace Industry,0.44
Aerospace Industry,0.38
Aerospace Industry,0.34
Aerospace Industry,0.27
Aerospace Industry,0.43
Aerospace Industry,0.09
Aerospace Industry,0.09
Aerospace Industry,0.12
Aerospace Industry,0.10
Aerospace Industry,0.08
Aerospace Industry,0.09
Aerospace Industry,0.14
Aerospace Industry,0.14
Aerospace Industry,0.08
Aerospace Industry,0.06
Aerospace Industry,0.15
Aerospace Industry,0.09
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.03
Aerospace Industry,0.03
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.32
Aerospace Industry,0.33
Aerospace Industry,0.18
Aerospace Industry,0.33
Aerospace Industry,0.16
Aerospace Industry,0.21
Aerospace Industry,0.16
Aerospace Industry,0.22
Aerospace Industry,0.18
Aerospace Industry,0.00
Aerospace Industry,0.00
Aerospace Industry,0.00
Aerospace Industry,0.00
Aerospace Industry,0.00
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.14
Aerospace Industry,0.27
Aerospace Industry,0.25
Aerospace Industry,0.13
Aerospace Industry,0.08
Aerospace Industry,0.18
Aerospace Industry,0.11
Aerospace Industry,0.12
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.01
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.02
Aerospace Industry,0.03
Aerospace Industry,0.02
Aerospace Industry,0.02
Aerospace Industry,0.43
Aerospace Industry,0.40
Aerospace Industry,0.36
Aerospace Industry,0.32
Aerospace Industry,0.23
Aerospace Industry,0.22
Aerospace Industry,0.32
Aerospace Industry,0.30
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.02
Tourism,0.01
Tourism,0.01
Tourism,0.02
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.41
Tourism,0.50
Tourism,0.67
Tourism,0.58
Tourism,0.54
Tourism,0.43
Tourism,0.33
Tourism,0.58
Tourism,0.44
Tourism,0.29
Tourism,0.45
Tourism,0.43
Tourism,0.43
Tourism,0.59
Tourism,0.59
Tourism,0.11
Tourism,0.11
Tourism,0.06
Tourism,0.11
Tourism,0.10
Tourism,0.10
Tourism,0.07
Tourism,0.06
Tourism,0.12
Tourism,0.13
Tourism,0.13
Tourism,0.13
Tourism,0.11
Tourism,0.14
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.02
Tourism,0.02
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.02
Tourism,0.01
Tourism,0.02
Tourism,0.02
Tourism,0.02
Tourism,0.01
Tourism,0.02
Tourism,0.02
Tourism,0.25
Tourism,0.31
Tourism,0.23
Tourism,0.42
Tourism,0.25
Tourism,0.39
Tourism,0.43
Tourism,0.24
Tourism,0.34
Tourism,0.21
Tourism,0.40
Tourism,0.19
Tourism,0.36
Tourism,0.31
Tourism,0.29
Tourism,0.25
Tourism,0.24
Tourism,0.26
Tourism,0.34
Tourism,0.15
Tourism,0.11
Tourism,0.07
Tourism,0.13
Tourism,0.08
Tourism,0.17
Tourism,0.07
Tourism,0.09
Tourism,0.14
Tourism,0.09
Tourism,0.15
Tourism,0.08
Tourism,0.11
Tourism,0.12
Tourism,0.13
Tourism,0.14
Tourism,0.03
Tourism,0.01
Tourism,0.02
Tourism,0.03
Tourism,0.01
Tourism,0.03
Tourism,0.02
Tourism,0.02
Tourism,0.02
Tourism,0.01
Tourism,0.02
Tourism,0.03
Tourism,0.03
Tourism,0.02
Tourism,0.03
Tourism,0.03
Tourism,0.03
Tourism,0.03
Tourism,0.02
Tourism,0.02
Tourism,0.02
Tourism,0.04
Tourism,0.03
Tourism,0.55
Tourism,0.48
Tourism,0.53
Tourism,0.91
Tourism,0.67
Tourism,0.57
Tourism,0.53
Tourism,0.63
Tourism,0.85
Tourism,0.96
Tourism,0.49
Tourism,0.78
Tourism,0.68
Tourism,0.24
Tourism,0.12
Tourism,0.28
Tourism,0.15
Tourism,0.24
Tourism,0.20
Tourism,0.15
Tourism,0.17
Tourism,0.17
Tourism,0.20
Tourism,0.14
Tourism,0.21
Tourism,0.18
Tourism,0.24
Tourism,0.19
Tourism,0.13
Tourism,0.27
Tourism,0.16
Tourism,0.22
Tourism,0.21
Tourism,0.17
Tourism,0.21
Tourism,0.01
Tourism,0.01
Tourism,0.00
Tourism,0.00
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.00
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.00
Tourism,0.00
Tourism,0.00
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.24
Tourism,0.27
Tourism,0.30
Tourism,0.25
Tourism,0.14
Tourism,0.30
Tourism,0.27
Tourism,0.17
Tourism,0.29
Tourism,0.25
Tourism,0.30
Tourism,0.20
Tourism,0.24
Tourism,0.28
Tourism,0.19
Tourism,0.25
Tourism,0.22
Tourism,0.20
Tourism,0.28
Tourism,0.24
Tourism,0.19
Tourism,0.14
Tourism,0.06
Tourism,0.11
Tourism,0.07
Tourism,0.10
Tourism,0.05
Tourism,0.11
Tourism,0.10
Tourism,0.10
Tourism,0.07
Tourism,0.06
Tourism,0.11
Tourism,0.07
Tourism,0.07
Tourism,0.09
Tourism,0.08
Tourism,0.06
Tourism,0.12
Tourism,0.07
Tourism,0.09
Tourism,0.04
Tourism,0.03
Tourism,0.04
Tourism,0.02
Tourism,0.03
Tourism,0.02
Tourism,0.04
Tourism,0.04
Tourism,0.03
Tourism,0.03
Tourism,0.03
Tourism,0.04
Tourism,0.02
Tourism,0.03
Tourism,0.03
Tourism,0.03
Tourism,0.04
Tourism,0.03
Tourism,0.03
Tourism,0.03
Tourism,0.03
Tourism,0.03
Tourism,0.03
Tourism,0.36
Tourism,0.22
Tourism,0.35
Tourism,0.31
Tourism,0.25
Tourism,0.28
Tourism,0.42
Tourism,0.32
Tourism,0.46
Tourism,0.21
Tourism,0.37
Tourism,0.19
Tourism,0.38
Tourism,0.23
Tourism,0.20
Tourism,0.34
Tourism,0.29
Tourism,0.33
Tourism,0.26
Tourism,0.33
Tourism,0.19
Tourism,0.30
Tourism,0.39
Tourism,0.30
Tourism,0.40
Tourism,0.27
Tourism,0.21
Tourism,0.23
Tourism,0.29
Tourism,0.24
Tourism,0.39
Tourism,0.26
Tourism,0.01
Tourism,0.00
Tourism,0.01
Tourism,0.00
Tourism,0.01
Tourism,0.01
Tourism,0.00
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.02
Tourism,0.02
Tourism,0.02
Tourism,0.02
Tourism,0.01
Tourism,0.01
Tourism,0.02
Tourism,0.01
Tourism,0.01
Tourism,0.02
Tourism,0.02
Tourism,0.18
Tourism,0.28
Tourism,0.15
Tourism,0.30
Tourism,0.21
Tourism,0.22
Tourism,0.22
Tourism,0.27
Tourism,0.16
Tourism,0.29
Tourism,0.21
Tourism,0.35
Tourism,0.21
Tourism,0.15
Tourism,0.35
Tourism,0.35
Tourism,0.06
Tourism,0.11
Tourism,0.07
Tourism,0.06
Tourism,0.10
Tourism,0.10
Tourism,0.05
Tourism,0.06
Tourism,0.10
Tourism,0.11
Tourism,0.09
Tourism,0.12
Tourism,0.01
Tourism,0.02
Tourism,0.02
Tourism,0.01
Tourism,0.01
Tourism,0.02
Tourism,0.02
Tourism,0.02
Tourism,0.02
Tourism,0.02
Tourism,0.30
Tourism,0.22
Tourism,0.35
Tourism,0.24
Tourism,0.08
Tourism,0.11
Tourism,0.13
Tourism,0.13
Tourism,0.13
Tourism,0.00
Tourism,0.00
Tourism,0.00
Tourism,0.00
Tourism,0.00
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.01
Tourism,0.03
Tourism,0.02
Tourism,0.02
Tourism,0.01
Tourism,0.21
Tourism,0.22
Tourism,0.11
Tourism,0.17
Tourism,0.15
Tourism,0.17
Tourism,0.15
Tourism,0.19
Tourism,0.02
Tourism,0.03
Tourism,0.03
Tourism,0.02
Tourism,0.03
Tourism,0.02
Tourism,0.03
Tourism,0.02
Tourism,0.03
Tourism,0.02
Tourism,0.55
Tourism,0.25
Tourism,0.41
Tourism,0.12
Tourism,0.20
Tourism,0.14
Tourism,0.11
Tourism,0.15
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.02
Data Services,0.02
Data Services,0.02
Data Services,0.01
Data Services,0.02
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.02
Data Services,0.02
Data Services,0.02
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.05
Data Services,0.03
Data Services,0.05
Data Services,0.05
Data Services,0.03
Data Services,0.05
Data Services,0.03
Data Services,0.04
Data Services,0.04
Data Services,0.04
Data Services,0.05
Data Services,0.04
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.02
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.02
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.00
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.07
Data Services,0.06
Data Services,0.06
Data Services,0.06
Data Services,0.06
Data Services,0.07
Data Services,0.05
Data Services,0.04
Data Services,0.06
Data Services,0.04
Data Services,0.06
Data Services,0.08
Data Services,0.05
Data Services,0.06
Data Services,0.06
Data Services,0.05
Data Services,0.04
Data Services,0.06
Data Services,0.05
Data Services,0.04
Data Services,0.04
Data Services,0.02
Data Services,0.02
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.02
Data Services,0.02
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.02
Data Services,0.02
Data Services,0.02
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.02
Data Services,0.02
Data Services,0.02
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.04
Data Services,0.04
Data Services,0.03
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.02
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.01
Data Services,0.02
Data Services,0.01
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.00
Data Services,0.04
Data Services,0.03
Data Services,0.04
Data Services,0.02
Data Services,0.02
Data Services,0.01
Data Services,0.01
Data Services,0.02
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.01
Animal Health,0.00
Animal Health,0.01
Animal Health,0.01
Animal Health,0.00
Animal Health,0.01
Animal Health,0.01
Animal Health,0.01
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.00
Animal Health,0.01
Animal Health,0.01
Animal Health,0.00
Animal Health,0.01
Animal Health,0.01
Animal Health,0.12
Animal Health,0.06
Animal Health,0.07
Animal Health,0.08
Animal Health,0.10
Animal Health,0.09
Animal Health,0.06
Animal Health,0.12
Animal Health,0.14
Animal Health,0.06
Animal Health,0.12
Animal Health,0.13
Animal Health,0.13
Animal Health,0.11
Animal Health,0.11
Animal Health,0.05
Animal Health,0.05
Animal Health,0.03
Animal Health,0.05
Animal Health,0.04
Animal Health,0.03
Animal Health,0.05
Animal Health,0.05
Animal Health,0.03
Animal Health,0.03
